gender,age,job,marital,province,city,prefer,frequency,wineFrequency,side,choice1,seq,area_grade,choice2,choice1_당도,choice1_알콜 농도,choice1_과일향,choice1_오크향,choice1_깊이,choice1_견고함,choice2_당도,choice2_알콜 농도,choice2_과일향,choice2_오크향,choice2_깊이,choice2_견고함
MALE,50대,임시직,MARREID,충청도,청주시,당도,5,2,Cheddar,E,5982,1급지,D,H,H,M,M,M,L,H,H,H,M,L,L
MALE,30대,자영업,SINGLE,부산시,기장군,깊이감,3,1,Ricotta,H,5983,1급지,F,M,H,M,M,H,H,M,H,M,M,M,H
MALE,20대,교수,MARREID,경기도,화성시,당도,3,1,Roquefort,H,5984,2급지,H,M,H,M,M,H,H,M,H,M,M,H,H
FEMALE,50대,회사직원,MARREID,경상도,포항시 남구,깊이감,2,1,Valencay,D,5985,2급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,40대,자영업,SINGLE,부산시,사하구,깊이감,2,1,Ricotta,D,5986,2급지,C,H,H,H,M,L,L,H,L,H,M,M,M
FEMALE,40대,회사직원,SINGLE,경상도,하동군,깊이감,3,1,Camenbert,G,5987,5급지,E,L,H,H,H,M,M,H,H,M,M,M,L
FEMALE,30대,공무원,MARREID,충청도,홍성군,당도,1,1,Camenbert,B,5988,5급지,D,H,L,H,M,L,M,H,H,H,M,L,L
FEMALE,30대,기자,MARREID,충청도,청주시,당도,2,1,Camenbert,G,5989,1급지,F,L,H,H,H,M,M,M,H,M,M,M,H
FEMALE,40대,변호사,MARREID,경기도,포천시,당도,4,2,Gorgonzola,D,5990,2급지,B,H,H,H,M,L,L,H,L,H,M,L,M
MALE,50대,벤처직원,MARREID,서울시,강동구,깊이감,2,1,Brie,A,5991,2급지,F,M,H,M,H,H,H,M,H,M,M,M,H
MALE,30대,벤처직원,MARREID,부산시,연제구,깊이감,2,1,Ricotta,F,5992,4급지,H,M,H,M,M,M,H,M,H,M,M,H,H
MALE,20대,벤처직원,MARREID,부산시,해운대구,당도,1,1,Camenbert,F,5993,1급지,C,M,H,M,M,M,H,H,L,H,M,M,M
MALE,30대,임시직,SINGLE,서울시,양천구,깊이감,4,1,Ricotta,E,5994,1급지,C,H,H,M,M,M,L,H,L,H,M,M,M
MALE,50대,벤처직원,SINGLE,충청도,청주시,당도,2,1,Ricotta,H,5995,1급지,G,M,H,M,M,H,H,L,H,H,H,M,M
MALE,40대,자영업,MARREID,서울시,양천구,당도,3,1,Gorgonzola,F,5996,1급지,C,M,H,M,M,M,H,H,L,H,M,M,M
FEMALE,50대,공무원,SINGLE,부산시,사하구,당도,3,1,Ricotta,D,5997,2급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,40대,공무원,SINGLE,충청도,천안시,당도,4,3,Brie,D,5998,4급지,E,H,H,H,M,L,L,H,H,M,M,M,L
MALE,20대,교수,MARREID,서울시,강남구,깊이감,2,1,Ricotta,B,5999,1급지,E,H,L,H,M,L,M,H,H,M,M,M,L
MALE,50대,연구원,SINGLE,경기도,화성시,깊이감,3,1,Brie,B,6000,2급지,G,H,L,H,M,L,M,L,H,H,H,M,M
FEMALE,50대,공무원,MARREID,경기도,가평군,깊이감,1,1,Cheddar,D,6001,3급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,50대,변호사,SINGLE,경상도,포항시 북구,당도,3,2,Cheddar,E,6002,3급지,D,H,H,M,M,M,L,H,H,H,M,L,L
MALE,50대,연구원,SINGLE,충청도,청주시,당도,2,1,Camenbert,D,6003,1급지,A,H,H,H,M,L,L,M,H,M,H,H,H
MALE,20대,자영업,MARREID,경기도,화성시,깊이감,1,1,Camenbert,G,6004,2급지,H,L,H,H,H,M,M,M,H,M,M,H,H
FEMALE,40대,회사직원,SINGLE,충청도,청주시,당도,3,1,Gorgonzola,B,6005,1급지,E,H,L,H,M,L,M,H,H,M,M,M,L
MALE,50대,중소기업직원,SINGLE,부산시,사하구,깊이감,2,1,Brie,G,6006,2급지,H,L,H,H,H,M,M,M,H,M,M,H,H
MALE,20대,학생,MARREID,서울시,강동구,당도,3,1,Valencay,G,6007,2급지,D,L,H,H,H,M,M,H,H,H,M,L,L
FEMALE,30대,공무원,MARREID,부산시,해운대구,당도,6,4,Cheddar,H,6008,1급지,B,M,H,M,M,H,H,H,L,H,M,L,M
FEMALE,40대,변호사,MARREID,경상도,거제시,깊이감,2,1,Camenbert,B,6009,5급지,C,H,L,H,M,L,M,H,L,H,M,M,M
MALE,20대,공무원,SINGLE,서울시,양천구,깊이감,6,2,Gorgonzola,B,6010,1급지,B,H,L,H,M,L,M,H,L,H,M,L,M
FEMALE,50대,벤처직원,MARREID,서울시,마포구,깊이감,2,1,Ricotta,D,6011,4급지,A,H,H,H,M,L,L,M,H,M,H,H,H
FEMALE,40대,공무원,MARREID,서울시,양천구,깊이감,3,2,Gorgonzola,A,6012,1급지,A,M,H,M,H,H,H,M,H,M,H,H,H
MALE,20대,학생,MARREID,서울시,마포구,당도,3,1,Annon,E,6013,4급지,E,H,H,M,M,M,L,H,H,M,M,M,L
FEMALE,30대,벤처직원,MARREID,전라도,구례군,당도,3,1,Roquefort,B,6014,6급지,D,H,L,H,M,L,M,H,H,H,M,L,L
MALE,20대,임시직,SINGLE,부산시,해운대구,깊이감,3,2,Brie,G,6015,1급지,G,L,H,H,H,M,M,L,H,H,H,M,M
FEMALE,50대,회사직원,MARREID,부산시,진구,당도,2,1,Gorgonzola,D,6016,5급지,C,H,H,H,M,L,L,H,L,H,M,M,M
FEMALE,30대,연구원,MARREID,서울시,강북구,당도,3,1,Cheddar,B,6017,3급지,D,H,L,H,M,L,M,H,H,H,M,L,L
FEMALE,50대,변호사,MARREID,경기도,가평군,깊이감,3,1,Camenbert,F,6018,3급지,H,M,H,M,M,M,H,M,H,M,M,H,H
MALE,40대,임시직,MARREID,충청도,청주시,깊이감,3,2,Annon,C,6019,1급지,D,H,L,H,M,M,M,H,H,H,M,L,L
FEMALE,30대,중소기업직원,MARREID,부산시,사하구,당도,2,1,Annon,E,6020,2급지,D,H,H,M,M,M,L,H,H,H,M,L,L
MALE,50대,임시직,SINGLE,서울시,강동구,깊이감,3,1,Cheddar,H,6021,2급지,H,M,H,M,M,H,H,M,H,M,M,H,H
FEMALE,20대,중소기업직원,MARREID,서울시,양천구,당도,2,1,Brie,B,6022,1급지,D,H,L,H,M,L,M,H,H,H,M,L,L
MALE,30대,중소기업직원,MARREID,서울시,강동구,당도,4,2,Valencay,G,6023,2급지,E,L,H,H,H,M,M,H,H,M,M,M,L
MALE,40대,의사,SINGLE,경상도,포항시 남구,당도,1,1,Gorgonzola,G,6024,2급지,G,L,H,H,H,M,M,L,H,H,H,M,M
FEMALE,40대,자영업,MARREID,부산시,해운대구,당도,4,2,Ricotta,B,6025,1급지,C,H,L,H,M,L,M,H,L,H,M,M,M
FEMALE,50대,벤처직원,MARREID,전라도,익산시,당도,3,2,Annon,B,6026,6급지,E,H,L,H,M,L,M,H,H,M,M,M,L
FEMALE,50대,벤처직원,MARREID,부산시,연제구,깊이감,2,1,Camenbert,D,6027,4급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,50대,교수,MARREID,충청도,청주시,당도,1,1,Brie,D,6028,1급지,H,H,H,H,M,L,L,M,H,M,M,H,H
FEMALE,50대,의사,MARREID,전라도,구례군,깊이감,3,1,Gorgonzola,D,6029,6급지,G,H,H,H,M,L,L,L,H,H,H,M,M
MALE,40대,연구원,MARREID,서울시,마포구,당도,2,1,Brie,F,6030,4급지,G,M,H,M,M,M,H,L,H,H,H,M,M
MALE,40대,중소기업직원,SINGLE,경기도,화성시,당도,3,1,Ricotta,C,6031,2급지,H,H,L,H,M,M,M,M,H,M,M,H,H
MALE,40대,연구원,SINGLE,서울시,강동구,깊이감,2,1,Gorgonzola,B,6032,2급지,A,H,L,H,M,L,M,M,H,M,H,H,H
MALE,20대,중소기업직원,MARREID,충청도,진천군,깊이감,2,1,Cheddar,G,6033,6급지,E,L,H,H,H,M,M,H,H,M,M,M,L
FEMALE,50대,중소기업직원,MARREID,부산시,기장군,깊이감,2,1,Valencay,D,6034,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,40대,자영업,SINGLE,충청도,청주시,깊이감,2,1,Brie,E,6035,1급지,D,H,H,M,M,M,L,H,H,H,M,L,L
FEMALE,40대,연구원,MARREID,충청도,천안시,깊이감,3,1,Gorgonzola,C,6036,4급지,C,H,L,H,M,M,M,H,L,H,M,M,M
FEMALE,30대,기자,MARREID,충청도,천안시,당도,6,4,Gorgonzola,E,6037,4급지,E,H,H,M,M,M,L,H,H,M,M,M,L
MALE,50대,회사직원,MARREID,서울시,강남구,깊이감,4,2,Ricotta,A,6038,1급지,F,M,H,M,H,H,H,M,H,M,M,M,H
FEMALE,50대,자영업,MARREID,충청도,진천군,당도,2,1,Brie,D,6039,6급지,F,H,H,H,M,L,L,M,H,M,M,M,H
FEMALE,30대,임시직,MARREID,경상도,거제시,당도,2,1,Gorgonzola,A,6040,5급지,A,M,H,M,H,H,H,M,H,M,H,H,H
MALE,20대,중소기업직원,MARREID,서울시,양천구,깊이감,2,1,Annon,B,6041,1급지,A,H,L,H,M,L,M,M,H,M,H,H,H
MALE,20대,자영업,MARREID,부산시,해운대구,깊이감,2,1,Gorgonzola,G,6042,1급지,H,L,H,H,H,M,M,M,H,M,M,H,H
FEMALE,20대,공무원,MARREID,충청도,청주시,당도,3,1,Ricotta,G,6043,1급지,C,L,H,H,H,M,M,H,L,H,M,M,M
FEMALE,40대,자영업,MARREID,서울시,양천구,당도,4,2,Roquefort,D,6044,1급지,C,H,H,H,M,L,L,H,L,H,M,M,M
MALE,40대,의사,SINGLE,부산시,진구,당도,3,1,Gorgonzola,G,6045,5급지,B,L,H,H,H,M,M,H,L,H,M,L,M
MALE,40대,연구원,MARREID,충청도,청주시,당도,2,1,Cheddar,F,6046,1급지,B,M,H,M,M,M,H,H,L,H,M,L,M
MALE,40대,벤처직원,MARREID,서울시,강남구,당도,4,3,Cheddar,G,6047,1급지,A,L,H,H,H,M,M,M,H,M,H,H,H
MALE,50대,공무원,MARREID,충청도,청주시,당도,3,2,Gorgonzola,H,6048,1급지,F,M,H,M,M,H,H,M,H,M,M,M,H
FEMALE,30대,회사직원,MARREID,부산시,해운대구,당도,2,1,Valencay,E,6049,1급지,E,H,H,M,M,M,L,H,H,M,M,M,L
MALE,20대,학생,SINGLE,경상도,포항시 북구,당도,2,1,Valencay,G,6050,3급지,A,L,H,H,H,M,M,M,H,M,H,H,H
FEMALE,30대,공무원,SINGLE,경기도,평택시,당도,3,2,Ricotta,C,6051,3급지,E,H,L,H,M,M,M,H,H,M,M,M,L
MALE,30대,임시직,MARREID,부산시,사하구,당도,3,1,Camenbert,C,6052,2급지,B,H,L,H,M,M,M,H,L,H,M,L,M
MALE,30대,벤처직원,SINGLE,경기도,화성시,깊이감,2,1,Gorgonzola,H,6053,2급지,F,M,H,M,M,H,H,M,H,M,M,M,H
MALE,50대,공무원,MARREID,부산시,기장군,당도,2,1,Brie,B,6054,1급지,F,H,L,H,M,L,M,M,H,M,M,M,H
FEMALE,30대,자영업,SINGLE,경기도,포천시,깊이감,4,1,Camenbert,F,6055,2급지,E,M,H,M,M,M,H,H,H,M,M,M,L
FEMALE,40대,중소기업직원,SINGLE,경기도,포천시,깊이감,2,1,Ricotta,D,6056,2급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,30대,중소기업직원,MARREID,서울시,양천구,깊이감,3,2,Brie,B,6057,1급지,G,H,L,H,M,L,M,L,H,H,H,M,M
FEMALE,40대,임시직,MARREID,서울시,강동구,당도,2,1,Annon,B,6058,2급지,G,H,L,H,M,L,M,L,H,H,H,M,M
FEMALE,60대 이상,임시직,MARREID,부산시,사하구,깊이감,3,2,Camenbert,F,6059,2급지,B,M,H,M,M,M,H,H,L,H,M,L,M
FEMALE,30대,공무원,MARREID,경기도,평택시,당도,1,1,Gorgonzola,E,6060,3급지,E,H,H,M,M,M,L,H,H,M,M,M,L
FEMALE,20대,자영업,SINGLE,서울시,강동구,당도,3,2,Valencay,D,6061,2급지,E,H,H,H,M,L,L,H,H,M,M,M,L
MALE,30대,연구원,MARREID,전라도,곡성군,당도,3,2,Camenbert,E,6062,6급지,D,H,H,M,M,M,L,H,H,H,M,L,L
FEMALE,40대,자영업,MARREID,경기도,안양시,당도,3,2,Camenbert,C,6063,3급지,D,H,L,H,M,M,M,H,H,H,M,L,L
MALE,20대,벤처직원,MARREID,충청도,청주시,깊이감,3,1,Valencay,E,6064,1급지,B,H,H,M,M,M,L,H,L,H,M,L,M
FEMALE,30대,교수,MARREID,경기도,화성시,깊이감,4,1,Camenbert,B,6065,2급지,E,H,L,H,M,L,M,H,H,M,M,M,L
FEMALE,40대,중소기업직원,MARREID,충청도,천안시,당도,1,1,Camenbert,D,6066,4급지,B,H,H,H,M,L,L,H,L,H,M,L,M
MALE,50대,벤처직원,MARREID,경기도,포천시,당도,2,1,Gorgonzola,A,6067,2급지,D,M,H,M,H,H,H,H,H,H,M,L,L
FEMALE,40대,연구원,SINGLE,충청도,천안시,깊이감,2,1,Ricotta,E,6068,4급지,D,H,H,M,M,M,L,H,H,H,M,L,L
FEMALE,50대,연구원,MARREID,부산시,사하구,깊이감,2,1,Brie,C,6069,2급지,B,H,L,H,M,M,M,H,L,H,M,L,M
MALE,40대,공무원,SINGLE,서울시,강동구,당도,2,1,Annon,F,6070,2급지,G,M,H,M,M,M,H,L,H,H,H,M,M
MALE,50대,임시직,MARREID,서울시,강동구,당도,2,1,Cheddar,H,6071,2급지,E,M,H,M,M,H,H,H,H,M,M,M,L
FEMALE,20대,공무원,SINGLE,서울시,양천구,당도,3,2,Camenbert,B,6072,1급지,E,H,L,H,M,L,M,H,H,M,M,M,L
FEMALE,20대,자영업,MARREID,경기도,가평군,당도,2,1,Gorgonzola,F,6073,3급지,C,M,H,M,M,M,H,H,L,H,M,M,M
MALE,30대,임시직,MARREID,충청도,천안시,깊이감,1,1,Valencay,C,6074,4급지,F,H,L,H,M,M,M,M,H,M,M,M,H
FEMALE,40대,중소기업직원,MARREID,경기도,포천시,당도,2,1,Annon,D,6075,2급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,50대,자영업,MARREID,경상도,포항시 남구,깊이감,2,1,Gorgonzola,E,6076,2급지,H,H,H,M,M,M,L,M,H,M,M,H,H
FEMALE,40대,변호사,MARREID,전라도,광양시,깊이감,4,3,Ricotta,C,6077,4급지,G,H,L,H,M,M,M,L,H,H,H,M,M
FEMALE,40대,회사직원,SINGLE,전라도,해남군,깊이감,1,1,Roquefort,F,6078,4급지,E,M,H,M,M,M,H,H,H,M,M,M,L
FEMALE,50대,자영업,MARREID,서울시,강동구,깊이감,2,1,Camenbert,B,6079,2급지,H,H,L,H,M,L,M,M,H,M,M,H,H
MALE,30대,연구원,MARREID,경기도,안양시,당도,3,1,Cheddar,E,6080,3급지,E,H,H,M,M,M,L,H,H,M,M,M,L
FEMALE,20대,자영업,SINGLE,경상도,포항시 남구,깊이감,2,1,Brie,E,6081,2급지,H,H,H,M,M,M,L,M,H,M,M,H,H
FEMALE,30대,임시직,MARREID,경상도,포항시 남구,깊이감,2,1,Camenbert,E,6082,2급지,H,H,H,M,M,M,L,M,H,M,M,H,H
MALE,50대,중소기업직원,SINGLE,경상도,포항시 남구,당도,2,1,Valencay,H,6083,2급지,E,M,H,M,M,H,H,H,H,M,M,M,L
MALE,30대,임시직,MARREID,부산시,기장군,깊이감,3,2,Brie,G,6084,1급지,G,L,H,H,H,M,M,L,H,H,H,M,M
FEMALE,40대,회사직원,MARREID,서울시,강남구,깊이감,2,1,Brie,A,6085,1급지,G,M,H,M,H,H,H,L,H,H,H,M,M
FEMALE,50대,변호사,MARREID,부산시,해운대구,당도,2,1,Camenbert,D,6086,1급지,B,H,H,H,M,L,L,H,L,H,M,L,M
FEMALE,40대,중소기업직원,SINGLE,경기도,포천시,깊이감,2,1,Cheddar,D,6087,2급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,40대,공무원,MARREID,충청도,청주시,깊이감,3,1,Annon,D,6088,1급지,C,H,H,H,M,L,L,H,L,H,M,M,M
FEMALE,20대,자영업,MARREID,서울시,강남구,당도,1,1,Brie,G,6089,1급지,H,L,H,H,H,M,M,M,H,M,M,H,H
MALE,40대,중소기업직원,SINGLE,부산시,연제구,당도,5,4,Camenbert,A,6090,4급지,E,M,H,M,H,H,H,H,H,M,M,M,L
FEMALE,40대,공무원,MARREID,경상도,포항시 북구,깊이감,2,1,Annon,G,6091,3급지,D,L,H,H,H,M,M,H,H,H,M,L,L
MALE,30대,임시직,MARREID,경기도,화성시,깊이감,2,1,Annon,D,6092,2급지,G,H,H,H,M,L,L,L,H,H,H,M,M
MALE,30대,중소기업직원,MARREID,충청도,청주시,당도,5,4,Ricotta,A,6093,1급지,A,M,H,M,H,H,H,M,H,M,H,H,H
MALE,30대,임시직,MARREID,경상도,포항시 남구,깊이감,1,1,Cheddar,C,6094,2급지,B,H,L,H,M,M,M,H,L,H,M,L,M
FEMALE,20대,교수,MARREID,서울시,강동구,당도,3,2,Ricotta,G,6095,2급지,B,L,H,H,H,M,M,H,L,H,M,L,M
FEMALE,30대,회사직원,MARREID,부산시,해운대구,당도,3,2,Camenbert,E,6096,1급지,C,H,H,M,M,M,L,H,L,H,M,M,M
MALE,40대,임시직,SINGLE,충청도,홍성군,당도,3,1,Cheddar,E,6097,5급지,E,H,H,M,M,M,L,H,H,M,M,M,L
FEMALE,40대,연구원,SINGLE,경상도,함안군,깊이감,2,1,Ricotta,C,6098,5급지,C,H,L,H,M,M,M,H,L,H,M,M,M
MALE,40대,자영업,SINGLE,경상도,함안군,깊이감,5,1,Brie,E,6099,5급지,A,H,H,M,M,M,L,M,H,M,H,H,H
MALE,20대,임시직,MARREID,서울시,양천구,깊이감,2,1,Cheddar,F,6100,1급지,A,M,H,M,M,M,H,M,H,M,H,H,H
FEMALE,50대,벤처직원,MARREID,서울시,강남구,깊이감,1,1,Gorgonzola,D,6101,1급지,C,H,H,H,M,L,L,H,L,H,M,M,M
FEMALE,50대,변호사,MARREID,경기도,포천시,깊이감,2,1,Gorgonzola,B,6102,2급지,B,H,L,H,M,L,M,H,L,H,M,L,M
FEMALE,40대,회사직원,MARREID,부산시,사하구,당도,3,2,Roquefort,D,6103,2급지,B,H,H,H,M,L,L,H,L,H,M,L,M
MALE,30대,교수,MARREID,경기도,포천시,깊이감,2,1,Brie,E,6104,2급지,D,H,H,M,M,M,L,H,H,H,M,L,L
MALE,40대,중소기업직원,SINGLE,서울시,양천구,깊이감,5,4,Annon,H,6105,1급지,E,M,H,M,M,H,H,H,H,M,M,M,L
FEMALE,30대,중소기업직원,MARREID,경기도,가평군,깊이감,2,1,Cheddar,E,6106,3급지,G,H,H,M,M,M,L,L,H,H,H,M,M
MALE,20대,학생,MARREID,충청도,청주시,당도,3,2,Annon,G,6107,1급지,B,L,H,H,H,M,M,H,L,H,M,L,M
MALE,20대,학생,MARREID,부산시,사하구,깊이감,4,1,Brie,E,6108,2급지,E,H,H,M,M,M,L,H,H,M,M,M,L
MALE,50대,의사,MARREID,전라도,광양시,깊이감,1,1,Camenbert,A,6109,4급지,A,M,H,M,H,H,H,M,H,M,H,H,H
FEMALE,50대,공무원,SINGLE,경상도,포항시 남구,깊이감,3,1,Roquefort,D,6110,2급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,40대,벤처직원,MARREID,부산시,해운대구,당도,3,1,Brie,H,6111,1급지,F,M,H,M,M,H,H,M,H,M,M,M,H
FEMALE,40대,중소기업직원,MARREID,서울시,강북구,깊이감,5,4,Ricotta,C,6112,3급지,F,H,L,H,M,M,M,M,H,M,M,M,H
MALE,20대,교수,MARREID,서울시,강동구,깊이감,2,1,Valencay,C,6113,2급지,F,H,L,H,M,M,M,M,H,M,M,M,H
MALE,30대,임시직,MARREID,부산시,사하구,깊이감,4,3,Annon,E,6114,2급지,A,H,H,M,M,M,L,M,H,M,H,H,H
MALE,40대,자영업,SINGLE,서울시,강남구,당도,3,2,Valencay,G,6115,1급지,E,L,H,H,H,M,M,H,H,M,M,M,L
FEMALE,50대,자영업,MARREID,서울시,양천구,당도,2,1,Roquefort,H,6116,1급지,G,M,H,M,M,H,H,L,H,H,H,M,M
FEMALE,20대,학생,MARREID,충청도,청주시,당도,2,1,Brie,G,6117,1급지,B,L,H,H,H,M,M,H,L,H,M,L,M
MALE,20대,임시직,SINGLE,충청도,충주시,깊이감,2,1,Cheddar,F,6118,6급지,H,M,H,M,M,M,H,M,H,M,M,H,H
FEMALE,50대,임시직,MARREID,충청도,청주시,깊이감,1,1,Annon,E,6119,1급지,G,H,H,M,M,M,L,L,H,H,H,M,M
MALE,40대,회사직원,SINGLE,충청도,청주시,당도,3,1,Roquefort,H,6120,1급지,F,M,H,M,M,H,H,M,H,M,M,M,H
MALE,20대,학생,MARREID,충청도,청주시,당도,2,1,Valencay,E,6121,1급지,D,H,H,M,M,M,L,H,H,H,M,L,L
FEMALE,20대,변호사,SINGLE,경기도,포천시,당도,4,2,Cheddar,B,6122,2급지,G,H,L,H,M,L,M,L,H,H,H,M,M
FEMALE,30대,연구원,MARREID,서울시,강동구,당도,4,3,Cheddar,E,6123,2급지,B,H,H,M,M,M,L,H,L,H,M,L,M
FEMALE,40대,변호사,MARREID,서울시,강동구,당도,2,1,Camenbert,D,6124,2급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,40대,회사직원,MARREID,전라도,구례군,당도,5,3,Ricotta,D,6125,6급지,B,H,H,H,M,L,L,H,L,H,M,L,M
MALE,30대,중소기업직원,MARREID,경기도,포천시,당도,3,2,Cheddar,E,6126,2급지,G,H,H,M,M,M,L,L,H,H,H,M,M
FEMALE,50대,기자,SINGLE,부산시,진구,당도,2,1,Ricotta,C,6127,5급지,G,H,L,H,M,M,M,L,H,H,H,M,M
FEMALE,40대,교수,SINGLE,경상도,거제시,당도,2,1,Annon,C,6128,5급지,H,H,L,H,M,M,M,M,H,M,M,H,H
MALE,20대,공무원,MARREID,경상도,함안군,당도,3,1,Ricotta,H,6129,5급지,G,M,H,M,M,H,H,L,H,H,H,M,M
FEMALE,50대,임시직,MARREID,경기도,안양시,당도,2,1,Camenbert,D,6130,3급지,F,H,H,H,M,L,L,M,H,M,M,M,H
MALE,30대,연구원,MARREID,부산시,기장군,당도,3,1,Ricotta,E,6131,1급지,D,H,H,M,M,M,L,H,H,H,M,L,L
MALE,40대,자영업,MARREID,전라도,해남군,당도,3,2,Valencay,D,6132,4급지,E,H,H,H,M,L,L,H,H,M,M,M,L
MALE,50대,의사,MARREID,경기도,평택시,당도,1,1,Annon,A,6133,3급지,C,M,H,M,H,H,H,H,L,H,M,M,M
FEMALE,60대 이상,공무원,MARREID,충청도,청주시,깊이감,2,1,Gorgonzola,D,6134,1급지,D,H,H,H,M,L,L,H,H,H,M,L,L
MALE,20대,벤처직원,SINGLE,경상도,함안군,당도,1,1,Valencay,B,6135,5급지,D,H,L,H,M,L,M,H,H,H,M,L,L
MALE,20대,변호사,MARREID,부산시,기장군,당도,5,2,Roquefort,B,6136,1급지,E,H,L,H,M,L,M,H,H,M,M,M,L
FEMALE,50대,공무원,MARREID,서울시,양천구,당도,2,1,Brie,C,6137,1급지,B,H,L,H,M,M,M,H,L,H,M,L,M
FEMALE,20대,자영업,SINGLE,충청도,청주시,깊이감,3,1,Ricotta,G,6138,1급지,H,L,H,H,H,M,M,M,H,M,M,H,H
FEMALE,20대,공무원,SINGLE,경기도,화성시,깊이감,3,1,Cheddar,B,6139,2급지,B,H,L,H,M,L,M,H,L,H,M,L,M
MALE,40대,벤처직원,MARREID,경기도,평택시,당도,1,1,Annon,F,6140,3급지,F,M,H,M,M,M,H,M,H,M,M,M,H
MALE,20대,벤처직원,SINGLE,전라도,구례군,깊이감,3,2,Annon,F,6141,6급지,B,M,H,M,M,M,H,H,L,H,M,L,M
MALE,30대,자영업,MARREID,서울시,강남구,깊이감,2,1,Gorgonzola,C,6142,1급지,D,H,L,H,M,M,M,H,H,H,M,L,L
MALE,40대,중소기업직원,MARREID,경상도,함안군,깊이감,2,1,Ricotta,F,6143,5급지,A,M,H,M,M,M,H,M,H,M,H,H,H
FEMALE,40대,교수,MARREID,충청도,청주시,깊이감,2,1,Brie,B,6144,1급지,A,H,L,H,M,L,M,M,H,M,H,H,H
FEMALE,20대,기자,SINGLE,경기도,평택시,깊이감,3,1,Brie,H,6145,3급지,D,M,H,M,M,H,H,H,H,H,M,L,L
FEMALE,30대,공무원,MARREID,경상도,함안군,깊이감,3,2,Cheddar,E,6146,5급지,C,H,H,M,M,M,L,H,L,H,M,M,M
FEMALE,30대,임시직,MARREID,서울시,강남구,당도,1,1,Valencay,B,6147,1급지,D,H,L,H,M,L,M,H,H,H,M,L,L
MALE,40대,자영업,MARREID,서울시,양천구,깊이감,2,1,Cheddar,A,6148,1급지,E,M,H,M,H,H,H,H,H,M,M,M,L
FEMALE,40대,기자,SINGLE,부산시,해운대구,깊이감,2,1,Cheddar,C,6149,1급지,E,H,L,H,M,M,M,H,H,M,M,M,L
FEMALE,40대,중소기업직원,MARREID,경상도,거제시,당도,5,2,Ricotta,D,6150,5급지,E,H,H,H,M,L,L,H,H,M,M,M,L
FEMALE,50대,벤처직원,MARREID,경상도,포항시 북구,깊이감,1,1,Cheddar,F,6151,3급지,D,M,H,M,M,M,H,H,H,H,M,L,L
MALE,20대,자영업,SINGLE,전라도,익산시,깊이감,2,1,Valencay,D,6152,6급지,D,H,H,H,M,L,L,H,H,H,M,L,L
FEMALE,50대,임시직,MARREID,경기도,가평군,당도,5,3,Valencay,F,6153,3급지,A,M,H,M,M,M,H,M,H,M,H,H,H
FEMALE,50대,자영업,MARREID,서울시,강동구,깊이감,5,2,Cheddar,G,6154,2급지,A,L,H,H,H,M,M,M,H,M,H,H,H
FEMALE,30대,자영업,SINGLE,서울시,강남구,당도,4,2,Cheddar,B,6155,1급지,C,H,L,H,M,L,M,H,L,H,M,M,M
MALE,50대,교수,SINGLE,부산시,사하구,당도,2,1,Brie,C,6156,2급지,F,H,L,H,M,M,M,M,H,M,M,M,H
MALE,30대,교수,SINGLE,서울시,강남구,깊이감,2,1,Ricotta,G,6157,1급지,G,L,H,H,H,M,M,L,H,H,H,M,M
FEMALE,40대,자영업,MARREID,서울시,강동구,당도,1,1,Roquefort,D,6158,2급지,G,H,H,H,M,L,L,L,H,H,H,M,M
MALE,50대,임시직,MARREID,경기도,가평군,깊이감,2,1,Ricotta,B,6159,3급지,D,H,L,H,M,L,M,H,H,H,M,L,L
FEMALE,30대,자영업,SINGLE,충청도,진천군,깊이감,3,2,Brie,D,6160,6급지,A,H,H,H,M,L,L,M,H,M,H,H,H
FEMALE,40대,기자,MARREID,경상도,포항시 남구,깊이감,1,1,Ricotta,G,6161,2급지,C,L,H,H,H,M,M,H,L,H,M,M,M
FEMALE,40대,자영업,SINGLE,서울시,강남구,당도,1,1,Brie,H,6162,1급지,E,M,H,M,M,H,H,H,H,M,M,M,L
MALE,50대,중소기업직원,SINGLE,전라도,해남군,깊이감,1,1,Gorgonzola,D,6163,4급지,B,H,H,H,M,L,L,H,L,H,M,L,M
FEMALE,30대,자영업,MARREID,충청도,천안시,깊이감,3,2,Roquefort,H,6164,4급지,D,M,H,M,M,H,H,H,H,H,M,L,L
MALE,50대,변호사,MARREID,경상도,거제시,깊이감,2,1,Brie,A,6165,5급지,H,M,H,M,H,H,H,M,H,M,M,H,H
FEMALE,50대,회사직원,MARREID,충청도,천안시,깊이감,3,1,Roquefort,D,6166,4급지,E,H,H,H,M,L,L,H,H,M,M,M,L
