gender,age,job,marital,province,city,choice,prefer,frequency,wineFrequency,side,choice1,seq,area_grade
FEMALE,20대,임시직,SINGLE,경상도,포항시 북구,G,깊이감,4,1,Ricotta,F,5148,3급지
FEMALE,30대,중소기업직원,SINGLE,서울시,강동구,G,당도,2,1,Camenbert,B,5149,2급지
FEMALE,20대,학생,SINGLE,경기도,안양시,B,당도,1,1,Gorgonzola,B,5150,3급지
MALE,50대,임시직,MARREID,서울시,강남구,H,당도,5,4,Ricotta,F,5151,1급지
MALE,50대,공무원,SINGLE,경상도,포항시 남구,H,당도,2,1,Camenbert,C,5152,2급지
FEMALE,40대,벤처직원,MARREID,충청도,홍성군,D,깊이감,3,1,Gorgonzola,G,5153,5급지
MALE,40대,중소기업직원,MARREID,서울시,강남구,G,깊이감,4,2,Brie,G,5154,1급지
FEMALE,40대,벤처직원,MARREID,부산시,사하구,H,당도,3,2,Gorgonzola,G,5155,2급지
FEMALE,40대,임시직,MARREID,부산시,연제구,F,깊이감,3,1,Valencay,G,5156,4급지
FEMALE,40대,기자,SINGLE,서울시,양천구,D,깊이감,2,1,Gorgonzola,D,5157,1급지
FEMALE,20대,학생,MARREID,부산시,해운대구,B,깊이감,1,1,Camenbert,A,5158,1급지
MALE,50대,임시직,MARREID,서울시,양천구,B,당도,2,1,Ricotta,F,5159,1급지
FEMALE,40대,교수,SINGLE,경상도,포항시 북구,C,당도,5,3,Brie,E,5160,3급지
FEMALE,30대,변호사,MARREID,서울시,강동구,E,당도,3,2,Cheddar,C,5161,2급지
MALE,50대,의사,MARREID,경기도,가평군,E,당도,2,1,Cheddar,G,5162,3급지
MALE,40대,임시직,MARREID,경기도,화성시,F,당도,4,2,Ricotta,C,5163,2급지
MALE,20대,자영업,MARREID,부산시,진구,C,당도,1,1,Brie,D,5164,5급지
MALE,40대,벤처직원,MARREID,전라도,해남군,F,당도,1,1,Camenbert,A,5165,4급지
MALE,40대,자영업,MARREID,경상도,하동군,G,당도,2,1,Brie,E,5166,5급지
MALE,50대,교수,SINGLE,경기도,평택시,H,깊이감,3,2,Camenbert,H,5167,3급지
FEMALE,40대,교수,SINGLE,서울시,강남구,D,깊이감,2,1,Valencay,G,5168,1급지
FEMALE,40대,중소기업직원,MARREID,부산시,기장군,D,당도,3,1,Ricotta,D,5169,1급지
MALE,20대,학생,MARREID,부산시,해운대구,D,당도,1,1,Valencay,E,5170,1급지
FEMALE,40대,의사,MARREID,전라도,곡성군,C,당도,1,1,Valencay,C,5171,6급지
MALE,20대,자영업,MARREID,경상도,포항시 남구,G,깊이감,2,1,Valencay,A,5172,2급지
FEMALE,50대,공무원,SINGLE,전라도,해남군,D,당도,2,1,Camenbert,C,5173,4급지
MALE,50대,임시직,MARREID,경기도,가평군,D,당도,5,3,Ricotta,E,5174,3급지
FEMALE,50대,임시직,SINGLE,서울시,마포구,H,깊이감,4,1,Gorgonzola,H,5175,4급지
MALE,20대,벤처직원,MARREID,충청도,진천군,D,깊이감,5,1,Gorgonzola,C,5176,6급지
FEMALE,30대,회사직원,MARREID,서울시,강북구,E,당도,4,1,Cheddar,C,5177,3급지
MALE,50대,교수,MARREID,경상도,포항시 남구,D,당도,2,1,Camenbert,H,5178,2급지
MALE,30대,자영업,MARREID,충청도,홍성군,D,당도,2,1,Gorgonzola,E,5179,5급지
MALE,60대 이상,중소기업직원,SINGLE,서울시,양천구,H,깊이감,3,1,Annon,H,5180,1급지
MALE,30대,의사,SINGLE,서울시,강남구,G,당도,3,2,Gorgonzola,G,5181,1급지
MALE,50대,자영업,MARREID,서울시,양천구,D,깊이감,3,2,Roquefort,E,5182,1급지
FEMALE,40대,중소기업직원,MARREID,경상도,거제시,B,깊이감,3,2,Cheddar,D,5183,5급지
FEMALE,50대,공무원,MARREID,경상도,포항시 남구,B,당도,2,1,Ricotta,E,5184,2급지
FEMALE,30대,회사직원,MARREID,부산시,해운대구,E,깊이감,2,1,Cheddar,E,5185,1급지
MALE,30대,벤처직원,MARREID,충청도,청주시,F,깊이감,3,1,Gorgonzola,G,5186,1급지
MALE,30대,벤처직원,SINGLE,부산시,해운대구,H,깊이감,2,1,Roquefort,E,5187,1급지
MALE,50대,공무원,MARREID,서울시,양천구,C,깊이감,4,3,Camenbert,A,5188,1급지
FEMALE,40대,자영업,MARREID,부산시,사하구,H,당도,2,1,Camenbert,D,5189,2급지
MALE,40대,벤처직원,SINGLE,경기도,포천시,H,깊이감,3,1,Ricotta,B,5190,2급지
MALE,30대,회사직원,MARREID,부산시,사하구,F,깊이감,2,1,Roquefort,D,5191,2급지
MALE,40대,의사,MARREID,부산시,진구,F,깊이감,3,2,Brie,F,5192,5급지
FEMALE,40대,변호사,SINGLE,경기도,화성시,C,당도,1,1,Gorgonzola,B,5193,2급지
FEMALE,30대,연구원,SINGLE,충청도,홍성군,B,당도,2,1,Brie,D,5194,5급지
MALE,50대,임시직,MARREID,부산시,해운대구,F,깊이감,5,1,Ricotta,E,5195,1급지
MALE,50대,회사직원,SINGLE,경상도,하동군,H,당도,2,1,Gorgonzola,B,5196,5급지
MALE,50대,교수,SINGLE,전라도,곡성군,A,깊이감,3,1,Ricotta,D,5197,6급지
FEMALE,40대,교수,MARREID,서울시,양천구,C,당도,5,4,Valencay,B,5198,1급지
MALE,20대,자영업,MARREID,충청도,청주시,G,당도,2,1,Brie,B,5199,1급지
MALE,50대,중소기업직원,MARREID,부산시,해운대구,H,깊이감,1,1,Annon,A,5200,1급지
FEMALE,30대,벤처직원,SINGLE,부산시,해운대구,B,당도,2,1,Annon,E,5201,1급지
FEMALE,20대,학생,MARREID,전라도,구례군,B,깊이감,3,1,Brie,G,5202,6급지
MALE,40대,자영업,MARREID,전라도,해남군,B,당도,2,1,Annon,D,5203,4급지
FEMALE,40대,변호사,MARREID,충청도,청주시,C,당도,2,1,Cheddar,B,5204,1급지
MALE,50대,교수,MARREID,충청도,청주시,A,깊이감,3,2,Roquefort,A,5205,1급지
FEMALE,40대,변호사,SINGLE,충청도,진천군,C,당도,1,1,Cheddar,F,5206,6급지
FEMALE,50대,회사직원,MARREID,경기도,평택시,D,깊이감,2,1,Cheddar,C,5207,3급지
FEMALE,20대,공무원,SINGLE,전라도,구례군,F,깊이감,1,1,Camenbert,C,5208,6급지
FEMALE,30대,공무원,MARREID,부산시,연제구,E,깊이감,3,1,Cheddar,B,5209,4급지
FEMALE,20대,중소기업직원,MARREID,경상도,포항시 남구,B,당도,3,1,Gorgonzola,C,5210,2급지
MALE,40대,공무원,SINGLE,부산시,사하구,G,당도,4,2,Roquefort,F,5211,2급지
FEMALE,30대,임시직,MARREID,전라도,구례군,B,당도,2,1,Ricotta,G,5212,6급지
FEMALE,50대,임시직,MARREID,충청도,청주시,B,당도,4,2,Ricotta,G,5213,1급지
MALE,30대,회사직원,SINGLE,서울시,강남구,H,당도,2,1,Valencay,G,5214,1급지
FEMALE,40대,교수,MARREID,경상도,포항시 북구,C,깊이감,1,1,Gorgonzola,F,5215,3급지
MALE,50대,기자,SINGLE,경기도,안양시,A,깊이감,3,2,Cheddar,B,5216,3급지
FEMALE,50대,기자,SINGLE,서울시,강남구,C,깊이감,2,1,Cheddar,F,5217,1급지
FEMALE,30대,벤처직원,SINGLE,충청도,천안시,E,당도,2,1,Brie,D,5218,4급지
MALE,20대,자영업,SINGLE,서울시,강남구,B,깊이감,2,1,Camenbert,F,5219,1급지
MALE,40대,의사,SINGLE,경기도,가평군,G,당도,3,2,Cheddar,D,5220,3급지
FEMALE,50대,자영업,MARREID,경기도,포천시,H,깊이감,2,1,Gorgonzola,B,5221,2급지
FEMALE,50대,의사,MARREID,경기도,평택시,C,깊이감,3,1,Ricotta,B,5222,3급지
FEMALE,30대,중소기업직원,MARREID,부산시,연제구,C,당도,2,1,Cheddar,C,5223,4급지
MALE,30대,회사직원,SINGLE,충청도,청주시,H,당도,1,1,Ricotta,H,5224,1급지
FEMALE,20대,회사직원,MARREID,부산시,진구,B,깊이감,2,1,Annon,H,5225,5급지
FEMALE,50대,교수,MARREID,경기도,화성시,C,당도,1,1,Annon,G,5226,2급지
MALE,30대,연구원,MARREID,경기도,가평군,E,깊이감,4,2,Ricotta,D,5227,3급지
FEMALE,30대,공무원,MARREID,부산시,연제구,E,당도,2,1,Gorgonzola,B,5228,4급지
MALE,50대,기자,MARREID,부산시,해운대구,A,당도,2,1,Brie,F,5229,1급지
FEMALE,30대,공무원,MARREID,경상도,하동군,E,깊이감,2,1,Valencay,E,5230,5급지
MALE,50대,벤처직원,MARREID,경기도,포천시,A,깊이감,2,1,Gorgonzola,G,5231,2급지
FEMALE,40대,공무원,MARREID,부산시,기장군,C,당도,2,1,Cheddar,D,5232,1급지
MALE,40대,공무원,MARREID,경기도,포천시,H,당도,3,2,Cheddar,G,5233,2급지
FEMALE,40대,중소기업직원,MARREID,경기도,가평군,G,당도,3,2,Ricotta,D,5234,3급지
FEMALE,30대,공무원,MARREID,경상도,함안군,E,당도,4,3,Brie,E,5235,5급지
FEMALE,30대,자영업,MARREID,경상도,포항시 남구,H,깊이감,1,1,Annon,E,5236,2급지
FEMALE,20대,학생,MARREID,경상도,함안군,E,당도,2,1,Annon,B,5237,5급지
FEMALE,50대,자영업,MARREID,서울시,양천구,F,깊이감,2,1,Ricotta,D,5238,1급지
FEMALE,30대,임시직,SINGLE,부산시,연제구,H,당도,2,1,Valencay,D,5239,4급지
FEMALE,40대,자영업,MARREID,경기도,화성시,E,깊이감,3,1,Valencay,D,5240,2급지
FEMALE,50대,벤처직원,MARREID,전라도,구례군,D,당도,3,2,Camenbert,D,5241,6급지
MALE,30대,벤처직원,MARREID,경상도,포항시 남구,E,깊이감,3,2,Camenbert,E,5242,2급지
MALE,20대,학생,MARREID,서울시,양천구,G,깊이감,2,1,Brie,D,5243,1급지
FEMALE,20대,회사직원,SINGLE,부산시,해운대구,B,당도,6,4,Cheddar,D,5244,1급지
FEMALE,30대,자영업,MARREID,충청도,청주시,H,당도,3,2,Brie,B,5245,1급지
MALE,40대,자영업,SINGLE,경상도,포항시 남구,E,당도,4,1,Annon,G,5246,2급지
FEMALE,50대,공무원,MARREID,부산시,해운대구,F,깊이감,3,2,Camenbert,B,5247,1급지
FEMALE,20대,자영업,MARREID,충청도,홍성군,C,당도,5,1,Annon,G,5248,5급지
MALE,40대,임시직,MARREID,서울시,강동구,D,깊이감,1,1,Roquefort,D,5249,2급지
FEMALE,40대,회사직원,SINGLE,충청도,청주시,D,당도,1,1,Cheddar,E,5250,1급지
MALE,40대,변호사,SINGLE,부산시,사하구,A,당도,3,1,Gorgonzola,G,5251,2급지
MALE,40대,변호사,MARREID,경상도,포항시 남구,E,깊이감,3,2,Gorgonzola,H,5252,2급지
MALE,50대,자영업,SINGLE,경기도,안양시,D,당도,6,4,Annon,C,5253,3급지
MALE,20대,학생,SINGLE,경기도,가평군,D,깊이감,3,1,Valencay,D,5254,3급지
FEMALE,30대,임시직,SINGLE,서울시,마포구,H,당도,5,4,Valencay,E,5255,4급지
MALE,30대,임시직,MARREID,전라도,광양시,A,당도,5,1,Roquefort,E,5256,4급지
FEMALE,40대,자영업,MARREID,서울시,마포구,D,당도,3,2,Brie,D,5257,4급지
MALE,30대,회사직원,MARREID,서울시,강남구,F,당도,4,2,Camenbert,E,5258,1급지
FEMALE,40대,자영업,MARREID,충청도,홍성군,E,당도,3,2,Ricotta,B,5259,5급지
FEMALE,30대,회사직원,MARREID,서울시,양천구,E,당도,1,1,Brie,E,5260,1급지
FEMALE,30대,회사직원,MARREID,서울시,강남구,E,깊이감,3,2,Roquefort,C,5261,1급지
FEMALE,50대,기자,MARREID,부산시,해운대구,C,깊이감,2,1,Cheddar,B,5262,1급지
FEMALE,30대,벤처직원,MARREID,서울시,강동구,E,깊이감,3,2,Gorgonzola,D,5263,2급지
MALE,30대,임시직,MARREID,서울시,강남구,F,깊이감,2,1,Roquefort,C,5264,1급지
FEMALE,50대,회사직원,SINGLE,경기도,화성시,D,당도,4,2,Brie,C,5265,2급지
FEMALE,50대,공무원,SINGLE,경상도,포항시 북구,D,당도,4,3,Valencay,G,5266,3급지
FEMALE,20대,자영업,MARREID,서울시,양천구,G,깊이감,2,1,Cheddar,B,5267,1급지
FEMALE,20대,자영업,MARREID,충청도,청주시,D,당도,2,1,Annon,B,5268,1급지
MALE,30대,연구원,SINGLE,부산시,해운대구,E,깊이감,2,1,Roquefort,G,5269,1급지
FEMALE,30대,공무원,MARREID,경상도,포항시 남구,E,당도,3,1,Gorgonzola,D,5270,2급지
MALE,40대,변호사,MARREID,부산시,해운대구,F,당도,4,3,Cheddar,F,5271,1급지
MALE,40대,회사직원,MARREID,서울시,강동구,H,깊이감,3,2,Annon,F,5272,2급지
MALE,40대,벤처직원,SINGLE,서울시,강남구,H,깊이감,2,1,Annon,F,5273,1급지
MALE,40대,회사직원,SINGLE,서울시,강남구,H,깊이감,2,1,Camenbert,A,5274,1급지
MALE,40대,공무원,SINGLE,부산시,해운대구,F,당도,2,1,Roquefort,C,5275,1급지
MALE,20대,교수,MARREID,서울시,마포구,A,당도,3,2,Annon,D,5276,4급지
FEMALE,50대,교수,MARREID,부산시,해운대구,C,당도,2,1,Roquefort,D,5277,1급지
FEMALE,30대,벤처직원,MARREID,서울시,강북구,E,깊이감,2,1,Roquefort,B,5278,3급지
MALE,40대,연구원,MARREID,충청도,천안시,F,당도,2,1,Valencay,F,5279,4급지
FEMALE,50대,교수,MARREID,서울시,강남구,C,당도,1,1,Annon,C,5280,1급지
FEMALE,20대,자영업,MARREID,서울시,강동구,G,깊이감,1,1,Roquefort,D,5281,2급지
FEMALE,20대,자영업,MARREID,서울시,양천구,G,당도,3,1,Ricotta,D,5282,1급지
FEMALE,40대,변호사,MARREID,경상도,하동군,C,깊이감,1,1,Gorgonzola,C,5283,5급지
MALE,30대,기자,SINGLE,충청도,청주시,G,깊이감,2,1,Roquefort,G,5284,1급지
MALE,40대,벤처직원,MARREID,부산시,진구,G,깊이감,2,1,Gorgonzola,H,5285,5급지
FEMALE,50대,공무원,MARREID,부산시,해운대구,A,당도,3,2,Roquefort,E,5286,1급지
FEMALE,30대,벤처직원,MARREID,경상도,거제시,C,깊이감,2,1,Camenbert,E,5287,5급지
FEMALE,50대,공무원,SINGLE,경상도,포항시 북구,D,당도,2,1,Gorgonzola,C,5288,3급지
MALE,40대,임시직,MARREID,경상도,하동군,E,깊이감,3,2,Roquefort,F,5289,5급지
MALE,40대,교수,SINGLE,서울시,강남구,F,당도,2,1,Valencay,G,5290,1급지
FEMALE,40대,회사직원,MARREID,부산시,사하구,A,당도,2,1,Ricotta,D,5291,2급지
FEMALE,30대,벤처직원,MARREID,부산시,해운대구,C,깊이감,2,1,Valencay,B,5292,1급지
FEMALE,50대,자영업,MARREID,부산시,기장군,D,깊이감,1,1,Annon,G,5293,1급지
MALE,50대,벤처직원,MARREID,부산시,해운대구,A,깊이감,2,1,Cheddar,B,5294,1급지
MALE,50대,기자,MARREID,충청도,홍성군,B,당도,1,1,Valencay,A,5295,5급지
MALE,20대,의사,SINGLE,경상도,거제시,H,당도,2,1,Cheddar,A,5296,5급지
FEMALE,30대,연구원,SINGLE,경상도,하동군,E,깊이감,3,2,Roquefort,H,5297,5급지
FEMALE,20대,자영업,SINGLE,부산시,해운대구,E,깊이감,2,1,Camenbert,F,5298,1급지
MALE,50대,회사직원,MARREID,부산시,진구,A,당도,2,1,Brie,E,5299,5급지
FEMALE,50대,변호사,MARREID,서울시,마포구,C,깊이감,2,1,Camenbert,C,5300,4급지
MALE,30대,임시직,MARREID,충청도,청주시,B,깊이감,2,1,Gorgonzola,C,5301,1급지
FEMALE,30대,교수,MARREID,부산시,기장군,E,깊이감,5,3,Valencay,H,5302,1급지
FEMALE,40대,회사직원,MARREID,충청도,청주시,D,깊이감,2,1,Ricotta,F,5303,1급지
MALE,30대,임시직,MARREID,충청도,천안시,C,깊이감,1,1,Roquefort,G,5304,4급지
FEMALE,50대,기자,MARREID,서울시,양천구,D,당도,2,1,Valencay,C,5305,1급지
MALE,30대,변호사,MARREID,서울시,강남구,H,당도,1,1,Brie,D,5306,1급지
FEMALE,50대,변호사,MARREID,서울시,강동구,C,당도,3,2,Annon,B,5307,2급지
MALE,20대,자영업,SINGLE,전라도,구례군,H,깊이감,1,1,Valencay,C,5308,6급지
MALE,30대,임시직,MARREID,서울시,강남구,G,깊이감,2,1,Camenbert,G,5309,1급지
FEMALE,50대,변호사,SINGLE,부산시,해운대구,C,깊이감,1,1,Brie,A,5310,1급지
FEMALE,30대,의사,MARREID,서울시,강남구,G,당도,2,1,Valencay,C,5311,1급지
FEMALE,50대,회사직원,SINGLE,충청도,청주시,B,당도,3,1,Camenbert,E,5312,1급지
FEMALE,30대,의사,MARREID,경상도,포항시 북구,E,깊이감,2,1,Brie,H,5313,3급지
FEMALE,60대 이상,중소기업직원,MARREID,서울시,양천구,D,당도,1,1,Roquefort,D,5314,1급지
MALE,50대,중소기업직원,SINGLE,서울시,강남구,E,깊이감,1,1,Annon,H,5315,1급지
MALE,50대,회사직원,MARREID,충청도,청주시,C,당도,2,1,Camenbert,G,5316,1급지
FEMALE,50대,의사,MARREID,충청도,천안시,B,당도,4,3,Gorgonzola,G,5317,4급지
MALE,30대,공무원,SINGLE,경상도,포항시 북구,H,깊이감,2,1,Brie,F,5318,3급지
FEMALE,40대,중소기업직원,SINGLE,경상도,포항시 남구,A,당도,5,1,Roquefort,C,5319,2급지
FEMALE,50대,자영업,SINGLE,경기도,화성시,A,깊이감,3,2,Gorgonzola,C,5320,2급지
FEMALE,20대,학생,SINGLE,서울시,강동구,B,당도,2,1,Roquefort,C,5321,2급지
FEMALE,20대,회사직원,MARREID,경기도,화성시,C,깊이감,3,2,Roquefort,B,5322,2급지
MALE,20대,자영업,MARREID,경기도,포천시,H,당도,1,1,Brie,D,5323,2급지
MALE,30대,중소기업직원,MARREID,경상도,포항시 남구,E,깊이감,2,1,Brie,D,5324,2급지
FEMALE,40대,벤처직원,SINGLE,전라도,해남군,D,깊이감,3,1,Camenbert,D,5325,4급지
FEMALE,50대,회사직원,MARREID,서울시,강동구,D,깊이감,2,1,Camenbert,E,5326,2급지
FEMALE,30대,벤처직원,MARREID,부산시,해운대구,E,당도,3,1,Roquefort,D,5327,1급지
MALE,30대,회사직원,MARREID,서울시,강남구,G,당도,5,2,Camenbert,C,5328,1급지
MALE,30대,교수,MARREID,경기도,화성시,F,깊이감,3,1,Brie,E,5329,2급지
MALE,30대,자영업,SINGLE,경기도,포천시,E,당도,3,2,Annon,A,5330,2급지
MALE,50대,의사,MARREID,충청도,청주시,A,당도,1,1,Valencay,D,5331,1급지
MALE,50대,벤처직원,MARREID,서울시,마포구,H,깊이감,3,1,Gorgonzola,G,5332,4급지
FEMALE,20대,회사직원,SINGLE,서울시,강동구,B,깊이감,1,1,Camenbert,F,5333,2급지
MALE,50대,자영업,SINGLE,경기도,포천시,D,깊이감,2,1,Valencay,G,5334,2급지
MALE,30대,기자,SINGLE,전라도,곡성군,D,당도,2,1,Gorgonzola,G,5335,6급지
MALE,50대,변호사,MARREID,서울시,강남구,E,깊이감,5,3,Ricotta,E,5336,1급지
FEMALE,50대,변호사,MARREID,충청도,청주시,C,깊이감,3,1,Roquefort,A,5337,1급지
MALE,30대,벤처직원,SINGLE,경상도,포항시 남구,H,당도,1,1,Annon,H,5338,2급지
MALE,40대,임시직,MARREID,부산시,해운대구,G,깊이감,3,1,Annon,D,5339,1급지
MALE,40대,임시직,MARREID,경기도,포천시,H,당도,4,1,Brie,F,5340,2급지
MALE,60대 이상,임시직,SINGLE,부산시,연제구,D,깊이감,1,1,Brie,B,5341,4급지
MALE,20대,자영업,MARREID,부산시,사하구,D,당도,2,1,Gorgonzola,D,5342,2급지
FEMALE,40대,임시직,SINGLE,서울시,강동구,H,당도,2,1,Annon,E,5343,2급지
MALE,20대,중소기업직원,MARREID,부산시,기장군,B,당도,3,2,Valencay,E,5344,1급지
MALE,50대,중소기업직원,MARREID,경기도,가평군,E,깊이감,3,2,Roquefort,A,5345,3급지
FEMALE,30대,임시직,MARREID,부산시,해운대구,D,당도,1,1,Roquefort,E,5346,1급지
MALE,40대,임시직,SINGLE,충청도,청주시,G,깊이감,4,2,Gorgonzola,B,5347,1급지
FEMALE,40대,임시직,MARREID,충청도,진천군,E,깊이감,2,1,Ricotta,D,5348,6급지
FEMALE,40대,교수,SINGLE,경기도,포천시,G,당도,3,1,Cheddar,E,5349,2급지
FEMALE,30대,기자,SINGLE,경상도,포항시 북구,C,당도,3,1,Roquefort,E,5350,3급지
MALE,40대,벤처직원,SINGLE,서울시,강남구,H,깊이감,4,2,Gorgonzola,A,5351,1급지
MALE,40대,자영업,MARREID,부산시,연제구,E,깊이감,3,2,Valencay,A,5352,4급지
MALE,40대,벤처직원,MARREID,서울시,강남구,E,깊이감,1,1,Annon,G,5353,1급지
FEMALE,40대,연구원,MARREID,경상도,하동군,C,깊이감,1,1,Brie,B,5354,5급지
FEMALE,30대,의사,MARREID,부산시,사하구,D,당도,2,1,Annon,F,5355,2급지
FEMALE,20대,자영업,SINGLE,경기도,안양시,H,깊이감,2,1,Cheddar,A,5356,3급지
FEMALE,40대,자영업,SINGLE,경상도,함안군,H,깊이감,2,1,Camenbert,E,5357,5급지
FEMALE,50대,변호사,MARREID,경상도,하동군,B,깊이감,1,1,Annon,E,5358,5급지
FEMALE,40대,의사,MARREID,경기도,화성시,G,당도,3,1,Roquefort,D,5359,2급지
FEMALE,20대,학생,MARREID,서울시,강동구,D,깊이감,2,1,Brie,B,5360,2급지
MALE,30대,임시직,MARREID,충청도,청주시,F,깊이감,2,1,Cheddar,G,5361,1급지
FEMALE,40대,임시직,MARREID,서울시,강남구,C,깊이감,2,1,Roquefort,E,5362,1급지
MALE,20대,연구원,MARREID,서울시,강동구,F,깊이감,3,1,Annon,G,5363,2급지
FEMALE,20대,자영업,SINGLE,서울시,강남구,D,깊이감,2,1,Annon,H,5364,1급지
MALE,40대,중소기업직원,MARREID,부산시,해운대구,G,깊이감,1,1,Camenbert,A,5365,1급지
MALE,50대,자영업,MARREID,충청도,천안시,D,깊이감,1,1,Gorgonzola,C,5366,4급지
FEMALE,30대,변호사,MARREID,서울시,마포구,E,깊이감,5,1,Valencay,B,5367,4급지
FEMALE,50대,자영업,SINGLE,충청도,청주시,F,깊이감,2,1,Camenbert,F,5368,1급지
MALE,20대,임시직,MARREID,서울시,강남구,D,당도,1,1,Valencay,H,5369,1급지
MALE,20대,벤처직원,SINGLE,전라도,광양시,B,당도,2,1,Camenbert,B,5370,4급지
FEMALE,20대,중소기업직원,MARREID,경상도,하동군,B,당도,2,1,Cheddar,C,5371,5급지
FEMALE,30대,벤처직원,MARREID,경기도,화성시,B,깊이감,2,1,Gorgonzola,E,5372,2급지
FEMALE,50대,중소기업직원,MARREID,부산시,해운대구,B,당도,2,1,Ricotta,G,5373,1급지
FEMALE,50대,자영업,MARREID,부산시,해운대구,E,당도,3,2,Valencay,E,5374,1급지
MALE,40대,공무원,SINGLE,부산시,해운대구,F,당도,2,1,Gorgonzola,H,5375,1급지
MALE,20대,공무원,SINGLE,서울시,마포구,B,깊이감,3,2,Annon,H,5376,4급지
FEMALE,30대,중소기업직원,MARREID,경기도,포천시,E,깊이감,3,2,Valencay,B,5377,2급지
MALE,20대,중소기업직원,MARREID,서울시,강동구,E,당도,2,1,Brie,E,5378,2급지
FEMALE,40대,자영업,MARREID,부산시,기장군,G,깊이감,2,1,Valencay,A,5379,1급지
FEMALE,30대,중소기업직원,MARREID,경상도,포항시 북구,H,깊이감,4,1,Valencay,G,5380,3급지
FEMALE,40대,벤처직원,MARREID,경기도,화성시,D,당도,5,2,Camenbert,E,5381,2급지
FEMALE,40대,공무원,MARREID,경기도,화성시,D,깊이감,3,1,Camenbert,B,5382,2급지
MALE,40대,자영업,MARREID,충청도,충주시,B,당도,4,3,Ricotta,D,5383,6급지
FEMALE,50대,교수,SINGLE,서울시,강남구,C,깊이감,2,1,Ricotta,C,5384,1급지
FEMALE,30대,회사직원,MARREID,부산시,사하구,E,깊이감,2,1,Valencay,C,5385,2급지
FEMALE,20대,자영업,SINGLE,부산시,기장군,D,당도,1,1,Brie,B,5386,1급지
FEMALE,50대,교수,MARREID,부산시,해운대구,D,당도,3,1,Annon,C,5387,1급지
MALE,20대,자영업,SINGLE,서울시,강북구,E,당도,3,1,Annon,H,5388,3급지
FEMALE,20대,자영업,MARREID,서울시,강동구,H,당도,2,1,Ricotta,B,5389,2급지
FEMALE,30대,교수,MARREID,경기도,평택시,E,당도,2,1,Camenbert,H,5390,3급지
FEMALE,30대,임시직,MARREID,부산시,해운대구,D,깊이감,3,2,Ricotta,F,5391,1급지
FEMALE,30대,중소기업직원,SINGLE,부산시,기장군,E,깊이감,1,1,Annon,A,5392,1급지
MALE,50대,공무원,MARREID,경기도,화성시,A,깊이감,1,1,Cheddar,C,5393,2급지
FEMALE,40대,회사직원,SINGLE,부산시,사하구,D,당도,2,1,Roquefort,E,5394,2급지
FEMALE,40대,의사,MARREID,서울시,강남구,C,깊이감,2,1,Roquefort,F,5395,1급지
FEMALE,40대,연구원,MARREID,경기도,안양시,C,깊이감,2,1,Valencay,F,5396,3급지
FEMALE,30대,자영업,MARREID,서울시,양천구,H,깊이감,2,1,Valencay,F,5397,1급지
MALE,50대,중소기업직원,SINGLE,서울시,양천구,H,깊이감,5,2,Roquefort,H,5398,1급지
FEMALE,50대,공무원,MARREID,전라도,곡성군,D,깊이감,3,2,Brie,E,5399,6급지
FEMALE,40대,의사,SINGLE,충청도,청주시,C,깊이감,1,1,Camenbert,C,5400,1급지
MALE,50대,중소기업직원,SINGLE,서울시,강남구,H,당도,3,2,Gorgonzola,H,5401,1급지
FEMALE,30대,벤처직원,MARREID,전라도,익산시,B,당도,3,2,Valencay,D,5402,6급지
FEMALE,50대,중소기업직원,MARREID,부산시,해운대구,D,깊이감,6,2,Annon,F,5403,1급지
MALE,40대,자영업,SINGLE,경상도,함안군,B,깊이감,3,1,Annon,D,5404,5급지
FEMALE,40대,벤처직원,MARREID,경기도,안양시,C,당도,2,1,Camenbert,D,5405,3급지
FEMALE,20대,임시직,MARREID,경상도,함안군,E,깊이감,2,1,Valencay,B,5406,5급지
FEMALE,50대,기자,MARREID,부산시,해운대구,C,당도,3,2,Roquefort,E,5407,1급지
MALE,20대,임시직,SINGLE,서울시,강남구,A,당도,6,1,Ricotta,C,5408,1급지
MALE,40대,회사직원,MARREID,전라도,해남군,F,깊이감,4,3,Annon,B,5409,4급지
FEMALE,40대,벤처직원,SINGLE,서울시,강동구,D,깊이감,3,1,Brie,B,5410,2급지
FEMALE,40대,연구원,MARREID,부산시,사하구,D,당도,1,1,Cheddar,C,5411,2급지
FEMALE,20대,자영업,MARREID,경상도,하동군,D,당도,6,3,Annon,G,5412,5급지
FEMALE,50대,회사직원,SINGLE,경기도,포천시,D,당도,3,2,Ricotta,E,5413,2급지
FEMALE,50대,교수,SINGLE,충청도,청주시,C,당도,2,1,Annon,D,5414,1급지
MALE,20대,자영업,MARREID,부산시,사하구,H,깊이감,1,1,Roquefort,G,5415,2급지
MALE,50대,변호사,MARREID,경기도,포천시,A,당도,1,1,Ricotta,F,5416,2급지
FEMALE,30대,교수,MARREID,전라도,구례군,C,깊이감,3,1,Camenbert,D,5417,6급지
MALE,30대,기자,MARREID,부산시,해운대구,E,당도,3,1,Valencay,E,5418,1급지
FEMALE,20대,자영업,MARREID,충청도,청주시,C,당도,2,1,Valencay,H,5419,1급지
FEMALE,50대,공무원,MARREID,경기도,평택시,E,당도,2,1,Ricotta,B,5420,3급지
MALE,50대,공무원,SINGLE,부산시,기장군,H,깊이감,4,3,Camenbert,D,5421,1급지
